,party,quote,said_by
1250,R,"The struggle of today, is not altogether for today - it is for a vast future also.",Abraham Lincoln
1251,R,Your own resolution to succeed is more important than any other,Abraham Lincoln
1252,R,The things I want to know are in books; my best friend is the man who'll get me a book I ain't read.,Abraham Lincoln
1253,R,"A nation that does not honor its heroes will not long endure.”
    ―
  ",Abraham Lincoln
1254,R,"I desire so to conduct the affairs of this administration that if at the end, when I come to lay down the reins of power, I have lost every other friend on earth, I shall at least have one friend left, and that friend shall be down inside me.",Abraham Lincoln
1255,R,"It is not in our forming battlements or bristling seacoasts, or our Army and Navy that makes America great - but rather our reliance in the law of liberty and the religious law God has planted in us.",Abraham Lincoln
1256,R,إنهضوا أيها العبيد، فإنكم لا ترونهم كبارا إلا لأنكم ساجدون,Abraham Lincoln
1257,R,Avoid popularity if you would have peace,Abraham Lincoln
1258,R,"Yang penting bukan berapa kali aku gagal, tapi yang penting berapa kali aku bangkit dari kegagalan",Abraham Lincoln
1259,R,"One company can serve some of your needs all of the time, or all of your needs some of the time, but never both.",Abraham Lincoln
1260,R,"Without the assistance of that divine being, I cannot succeed. With that assistance I cannot fail. Trusting in Him, who can go with me, remain with you and be everywhere for good let us confidently hope that all will yet be well.",Abraham Lincoln
1261,R,"Let me not be understood as saying that there are no bad laws, nor that grievances may not arise for the redress of which no legal provisions have been made. I mean to say no such thing. But I do mean to say that although bad laws, if they exist, should be repealed as soon as possible, still, while they continue in force, for the sake of example they should be religiously observed.",Abraham Lincoln
1262,R,To believe in the things you can see and touch is no belief at all - but to believe in the unseen is a triumph and a blessing.”,Abraham Lincoln
1263,R,"The books, and your capacity for understanding them, are just the same in all places… Always bear in mind that your own resolution to succeed, is more important than any other one thing",Abraham Lincoln
1264,R,"To remain as I am is impossible; I must die or be better, it appears to me.",Abraham Lincoln
1265,R,"I walk slowly, but I never walk backward.",Abraham Lincoln
1266,R,"The way for a young man to rise is to improve himself every way he can, never suspecting that anybody wishes to hinder him. Allow me to assure you that suspicion and jealousy never did help any man in any situation. There may sometimes be ungenerous attempts to keep a young man down; and they will succeed, too, if he allows his mind to be diverted from its true channel to brood over the attempted injury. Cast about and see if this feeling has not injured every person you have ever known to fall into it.",Abraham Lincoln
1267,R,"If we take habitual drunkards as a class, their heads and hearts will bear an advantageous comparison with those of any other class.",Abraham Lincoln
1268,R,"We shall need all the anti-slavery feeling in the country, and more; you can go home and try to bring the people to your views, and you may say anything you like about me, if that will help... When the hour comes for dealing with slavery, I trust I will be willing to do my duty though it cost my life.",Abraham Lincoln
1269,R,"I am naturally anti-slavery. If slavery is not wrong, nothing is wrong.",Abraham Lincoln
1270,R,"I may be wrong in regard to any or all of them; but holding it a sound maxim, that it is better to be only sometimes right, than at all times wrong, so soon as I discover my opinions to be erroneous, I shall be ready to renounce them.",Abraham Lincoln
1271,R,"I am approached with the most opposite opinions and advice, and that by religious men, who are equally certain that they represent the Divine will. I am sure that either the one or the other is mistaken in that belief, and perhaps in some respects both. I hope it will not be irreverent for me to say that if it is probable that God would reveal his will to others, on a point so connected with my duty, it might be supposed he would reveal it directly to me; for, unless I am more deceived in myself than I often am, it is my earnest desire to know the will of Providence in this matter. And if I can learn what it is, I will do it! These are not, however, the days of miracles, and I suppose it will be granted that I am not to expect a direct revelation. I must study the plain, physical facts of the case, ascertain what is possible and learn what appears to be wise and right.",Abraham Lincoln
